Batch ID,Job Order Number,Printing Date/Time,Printer Operator ID,Ink Type,Paper Type,No. of Sheets Used,No. of Cards Printed,No. of Half Cards,No. of Quarter Cards,Accepted Cards,Rejected Cards,Color Matching Data,Quality Control Result (Printing),Printing QC - Alignment,Printing QC - Color Accuracy,Printing QC - Material Integrity,Lamination Date/Time,Lamination Operator ID,Chip Type,Embedding Errors,Chip Serial Numbers,Quality Control Result (Embedding),Embedding QC - Chip Functionality,Embedding QC - Alignment,Network Data,Encryption Key,Laser Engraving Serial,ICCID,Personalization Operator ID,Quality Control Result (Personalization),Personalization QC - Data Accuracy,Personalization QC - Laser Engraving,Audit Trail Logs,PO_number
Batch_1307,JO_01307,2022-01-01 ,Operator_43,Metallic Ink,PET,37,780,27,753,313,268,Match_Good,Pass,Pass,Pass,Pass,2022-01-02 ,Operator_83,Type2,0,Chip_439964,Pass,Pass,Pass,UMTS,Key_3736,Serial_6719,ICCID_185739,Operator_103,Pass,Pass,Pass,Log_34129,PO-0059
Batch_1308,JO_01308,2022-01-01 ,Operator_43,Metallic Ink,PET,48,780,40,740,588,268,Match_Fair,Pass,Pass,Pass,Pass,2022-01-02 ,Operator_83,Type3,1,Chip_276687,Pass,Pass,Pass,GSM,Key_7082,Serial_8122,ICCID_272487,Operator_144,Pass,Pass,Pass,Log_33955,PO-0060
Batch_1309,JO_01309,2022-01-01 ,Operator_43,Metallic Ink,PET,11,780,42,738,509,268,Match_Poor,Pass,Pass,Pass,Pass,2022-01-02 ,Operator_83,Type2,1,Chip_145523,Pass,Pass,Pass,GSM,Key_9221,Serial_3564,ICCID_175910,Operator_125,Pass,Pass,Pass,Log_96518,PO-0021
Batch_1310,JO_01310,2022-01-01 ,Operator_43,Metallic Ink,PET,35,780,27,753,330,268,Match_Poor,Pass,Pass,Pass,Fail,2022-01-02 ,Operator_83,Type2,0,Chip_237397,Pass,Pass,Pass,GPRS,Key_1210,Serial_1387,ICCID_183140,Operator_120,Pass,Pass,Pass,Log_32081,PO-0022
Batch_1311,JO_01311,2022-01-01 ,Operator_43,Metallic Ink,PET,35,780,13,767,475,268,Match_Fair,Pass,Pass,Pass,Pass,2022-01-02 ,Operator_83,Type1,2,Chip_945971,Pass,Pass,Pass,GPRS,Key_2515,Serial_1476,ICCID_130219,Operator_135,Pass,Pass,Pass,Log_97057,PO-0023
Batch_1312,JO_01312,2022-01-01 ,Operator_43,Metallic Ink,PET,29,780,34,746,568,268,Match_Fair,Pass,Pass,Pass,Pass,2022-01-02 ,Operator_83,Type3,1,Chip_681753,Pass,Pass,Pass,UMTS,Key_4021,Serial_9328,ICCID_323268,Operator_101,Pass,Pass,Pass,Log_96852,PO-0024
Batch_1313,JO_01313,2022-01-01 ,Operator_43,Metallic Ink,PET,37,780,41,739,583,268,Match_Fair,Pass,Pass,Pass,Pass,2022-01-02 ,Operator_83,Type2,1,Chip_752795,Pass,Pass,Pass,UMTS,Key_7430,Serial_2654,ICCID_845754,Operator_131,Pass,Pass,Pass,Log_11433,PO-0025
Batch_1314,JO_01314,2022-01-01 ,Operator_43,Metallic Ink,PET,29,780,39,741,545,268,Match_Good,Pass,Pass,Pass,Pass,2022-01-02 ,Operator_83,Type1,4,Chip_658946,Pass,Pass,Pass,GSM,Key_5372,Serial_7706,ICCID_235252,Operator_114,Pass,Pass,Pass,Log_58731,PO-0026
Batch_1315,JO_01315,2022-01-01 ,Operator_43,Metallic Ink,PET,20,780,35,745,732,268,Match_Good,Pass,Pass,Pass,Pass,2022-01-02 ,Operator_83,Type2,0,Chip_831642,Pass,Pass,Pass,GSM,Key_8165,Serial_1935,ICCID_778264,Operator_103,Pass,Pass,Pass,Log_70126,PO-0027
Batch_1316,JO_01316,2022-01-01 ,Operator_43,Metallic Ink,PET,19,780,45,735,501,268,Match_Fair,Pass,Pass,Pass,Pass,2022-01-02 ,Operator_83,Type3,2,Chip_452108,Pass,Pass,Pass,UMTS,Key_5530,Serial_9244,ICCID_186604,Operator_116,Pass,Pass,Pass,Log_16878,PO-0028
Batch_1317,JO_01317,2022-01-01 ,Operator_43,Metallic Ink,PET,32,780,43,737,491,268,Match_Poor,Pass,Pass,Pass,Pass,2022-01-02 ,Operator_83,Type3,2,Chip_175661,Pass,Pass,Pass,UMTS,Key_1407,Serial_4271,ICCID_483576,Operator_114,Pass,Pass,Pass,Log_12927,PO-0029
Batch_1318,JO_01318,2022-01-01 ,Operator_43,Metallic Ink,PET,46,780,18,762,491,268,Match_Poor,Pass,Pass,Pass,Pass,2022-01-02 ,Operator_83,Type3,1,Chip_956752,Pass,Pass,Pass,UMTS,Key_3276,Serial_7113,ICCID_131265,Operator_103,Pass,Pass,Pass,Log_76534,PO-0030
Batch_1319,JO_01319,2022-01-01 ,Operator_43,Metallic Ink,PET,28,780,21,759,597,268,Match_Fair,Pass,Pass,Pass,Fail,2022-01-02 ,Operator_83,Type3,3,Chip_474529,Pass,Pass,Pass,GPRS,Key_8400,Serial_4821,ICCID_109001,Operator_106,Pass,Pass,Pass,Log_76004,PO-0031
Batch_1320,JO_01320,2022-01-01 ,Operator_43,Metallic Ink,PET,27,780,11,769,605,268,Match_Fair,Pass,Pass,Pass,Pass,2022-01-02 ,Operator_83,Type3,4,Chip_280728,Pass,Pass,Pass,UMTS,Key_7753,Serial_3911,ICCID_511455,Operator_109,Pass,Pass,Pass,Log_84136,PO-0032
Batch_1321,JO_01321,2022-01-01 ,Operator_43,Metallic Ink,PET,36,780,47,733,339,268,Match_Fair,Pass,Pass,Pass,Pass,2022-01-02 ,Operator_83,Type3,4,Chip_668073,Pass,Pass,Pass,GSM,Key_2710,Serial_8940,ICCID_398731,Operator_133,Pass,Pass,Pass,Log_62713,PO-0033
Batch_1322,JO_01322,2022-01-01 ,Operator_43,Metallic Ink,PET,15,780,14,766,456,268,Match_Good,Pass,Pass,Pass,Pass,2022-01-02 ,Operator_83,Type1,4,Chip_273914,Pass,Pass,Pass,UMTS,Key_1825,Serial_8711,ICCID_771736,Operator_141,Pass,Pass,Pass,Log_28952,PO-0034
Batch_1323,JO_01323,2022-01-01 ,Operator_43,Metallic Ink,PET,19,780,14,766,558,268,Match_Good,Pass,Pass,Pass,Pass,2022-01-02 ,Operator_83,Type3,1,Chip_328981,Pass,Pass,Pass,GSM,Key_6545,Serial_2733,ICCID_629967,Operator_112,Pass,Pass,Pass,Log_14500,PO-0035
Batch_1324,JO_01324,2022-01-01 ,Operator_43,Metallic Ink,PET,11,780,31,749,368,268,Match_Fair,Pass,Pass,Pass,Pass,2022-01-02 ,Operator_83,Type2,0,Chip_127118,Pass,Pass,Pass,GSM,Key_9587,Serial_3022,ICCID_240304,Operator_102,Pass,Pass,Pass,Log_17233,PO-0036
Batch_1325,JO_01325,2022-01-01 ,Operator_43,Metallic Ink,PET,33,780,14,766,495,268,Match_Poor,Pass,Fail,Pass,Pass,2022-01-02 ,Operator_83,Type2,0,Chip_703026,Pass,Pass,Pass,GPRS,Key_4752,Serial_9344,ICCID_701748,Operator_143,Pass,Pass,Pass,Log_53283,PO-0037
Batch_1326,JO_01326,2022-01-01 ,Operator_43,Metallic Ink,PET,47,780,13,767,656,268,Match_Poor,Pass,Pass,Pass,Pass,2022-01-02 ,Operator_83,Type2,4,Chip_586836,Pass,Pass,Pass,GSM,Key_9972,Serial_3413,ICCID_234414,Operator_146,Pass,Pass,Pass,Log_65500,PO-0038
Batch_1327,JO_01327,2022-01-01 ,Operator_43,Metallic Ink,PET,37,780,18,762,330,268,Match_Fair,Pass,Pass,Pass,Pass,2022-01-02 ,Operator_83,Type2,3,Chip_485456,Pass,Pass,Pass,GPRS,Key_9692,Serial_1077,ICCID_428217,Operator_103,Pass,Pass,Pass,Log_21853,PO-0039
Batch_1328,JO_01328,2022-01-01 ,Operator_43,Metallic Ink,PET,37,780,38,742,423,268,Match_Fair,Pass,Pass,Pass,Pass,2022-01-02 ,Operator_83,Type3,3,Chip_352167,Pass,Pass,Pass,UMTS,Key_4312,Serial_5719,ICCID_863808,Operator_113,Pass,Pass,Pass,Log_45202,PO-0040
Batch_1329,JO_01329,2022-01-01 ,Operator_43,Metallic Ink,PET,48,780,31,749,252,268,Match_Fair,Pass,Pass,Pass,Pass,2022-01-02 ,Operator_83,Type3,2,Chip_192856,Pass,Pass,Pass,GSM,Key_8949,Serial_1497,ICCID_204546,Operator_131,Pass,Pass,Pass,Log_91256,PO-0041
Batch_1330,JO_01330,2022-01-01 ,Operator_43,Metallic Ink,PET,11,780,36,744,303,268,Match_Good,Pass,Pass,Pass,Pass,2022-01-02 ,Operator_83,Type1,3,Chip_926468,Pass,Pass,Pass,UMTS,Key_6889,Serial_1599,ICCID_721401,Operator_109,Pass,Pass,Pass,Log_56837,PO-0042
Batch_1331,JO_01331,2022-01-01 ,Operator_43,Metallic Ink,PET,35,780,19,761,376,268,Match_Good,Pass,Pass,Pass,Pass,2022-01-02 ,Operator_83,Type3,4,Chip_477432,Pass,Pass,Pass,UMTS,Key_4411,Serial_9894,ICCID_273195,Operator_140,Pass,Pass,Pass,Log_80808,PO-0043
Batch_1332,JO_01332,2022-01-01 ,Operator_43,Metallic Ink,PET,35,780,25,755,484,268,Match_Fair,Pass,Pass,Pass,Pass,2022-01-02 ,Operator_83,Type2,2,Chip_152631,Pass,Pass,Pass,GSM,Key_1315,Serial_7088,ICCID_788635,Operator_141,Pass,Pass,Pass,Log_30585,PO-0044
Batch_1333,JO_01333,2022-01-01 ,Operator_43,Metallic Ink,PET,29,780,19,761,426,268,Match_Poor,Pass,Pass,Pass,Pass,2022-01-02 ,Operator_83,Type1,4,Chip_816334,Pass,Pass,Pass,UMTS,Key_5339,Serial_1035,ICCID_749237,Operator_108,Pass,Pass,Pass,Log_29148,PO-0045
Batch_1334,JO_01334,2022-01-01 ,Operator_43,Metallic Ink,PET,37,780,15,765,500,268,Match_Poor,Pass,Pass,Pass,Pass,2022-01-02 ,Operator_83,Type1,0,Chip_503431,Pass,Pass,Pass,GSM,Key_5569,Serial_6350,ICCID_986729,Operator_122,Pass,Pass,Pass,Log_11722,PO-0046
Batch_1335,JO_01335,2022-01-01 ,Operator_43,Metallic Ink,PET,29,780,14,766,480,268,Match_Fair,Pass,Pass,Pass,Pass,2022-01-02 ,Operator_83,Type1,4,Chip_652017,Pass,Pass,Pass,GSM,Key_7323,Serial_9944,ICCID_303720,Operator_126,Pass,Pass,Pass,Log_51283,PO-0047
Batch_1336,JO_01336,2022-01-01 ,Operator_43,Metallic Ink,PET,20,780,15,765,496,268,Match_Fair,Pass,Pass,Pass,Pass,2022-01-02 ,Operator_83,Type1,2,Chip_774196,Pass,Pass,Pass,UMTS,Key_3227,Serial_1489,ICCID_946051,Operator_116,Pass,Pass,Pass,Log_87401,PO-0048
Batch_1337,JO_01337,2022-01-01 ,Operator_43,Metallic Ink,PET,19,780,34,746,595,268,Match_Fair,Pass,Pass,Pass,Pass,2022-01-02 ,Operator_83,Type3,4,Chip_936731,Pass,Pass,Pass,GSM,Key_3922,Serial_2318,ICCID_806401,Operator_132,Pass,Pass,Pass,Log_13372,PO-0049
Batch_1338,JO_01338,2022-01-01 ,Operator_43,Metallic Ink,PET,32,780,13,767,349,268,Match_Good,Pass,Pass,Pass,Pass,2022-01-02 ,Operator_83,Type1,1,Chip_366503,Pass,Pass,Pass,GPRS,Key_6437,Serial_8209,ICCID_533364,Operator_135,Pass,Pass,Pass,Log_32738,PO-0050
Batch_1339,JO_01339,2022-01-01 ,Operator_43,Metallic Ink,PET,46,780,49,731,443,268,Match_Good,Pass,Pass,Pass,Pass,2022-01-02 ,Operator_83,Type3,2,Chip_911666,Pass,Pass,Pass,GPRS,Key_1551,Serial_6795,ICCID_324329,Operator_136,Pass,Pass,Pass,Log_30585,PO-0051
Batch_1340,JO_01340,2022-01-01 ,Operator_43,Metallic Ink,PET,28,780,41,739,520,268,Match_Fair,Pass,Pass,Pass,Pass,2022-01-02 ,Operator_83,Type1,3,Chip_623504,Pass,Pass,Pass,UMTS,Key_4697,Serial_7977,ICCID_272972,Operator_101,Pass,Pass,Pass,Log_80299,PO-0052
Batch_1341,JO_01341,2022-01-01 ,Operator_43,Metallic Ink,PET,27,780,44,736,532,268,Match_Poor,Pass,Pass,Pass,Pass,2022-01-02 ,Operator_83,Type3,0,Chip_549309,Pass,Pass,Pass,GSM,Key_5240,Serial_8666,ICCID_868390,Operator_107,Pass,Pass,Pass,Log_92956,PO-0053
Batch_1342,JO_01342,2022-01-01 ,Operator_43,Metallic Ink,PET,36,780,19,761,500,268,Match_Poor,Pass,Pass,Pass,Pass,2022-01-02 ,Operator_83,Type3,3,Chip_396026,Pass,Pass,Pass,UMTS,Key_2686,Serial_5661,ICCID_585626,Operator_149,Pass,Pass,Pass,Log_24828,PO-0054
Batch_1343,JO_01343,2022-01-01 ,Operator_43,Metallic Ink,PET,15,780,43,737,714,268,Match_Fair,Pass,Pass,Pass,Pass,2022-01-02 ,Operator_83,Type2,4,Chip_584323,Pass,Pass,Pass,UMTS,Key_7968,Serial_7248,ICCID_411998,Operator_140,Pass,Pass,Pass,Log_26352,PO-0055
Batch_1344,JO_01344,2022-01-01 ,Operator_43,Metallic Ink,PET,19,780,45,735,595,268,Match_Fair,Pass,Pass,Pass,Pass,2022-01-02 ,Operator_83,Type3,3,Chip_326457,Pass,Pass,Pass,GSM,Key_3645,Serial_2428,ICCID_961723,Operator_142,Pass,Pass,Pass,Log_48852,PO-0056
Batch_1345,JO_01345,2022-01-01 ,Operator_43,Metallic Ink,PET,11,780,15,765,753,268,Match_Fair,Pass,Pass,Pass,Pass,2022-01-02 ,Operator_83,Type1,2,Chip_750131,Pass,Pass,Pass,UMTS,Key_5268,Serial_7556,ICCID_880753,Operator_148,Pass,Pass,Pass,Log_75549,PO-0057
Batch_1346,JO_01346,2022-01-01 ,Operator_43,Metallic Ink,PET,33,780,25,755,292,268,Match_Good,Pass,Fail,Pass,Pass,2022-01-02 ,Operator_83,Type1,1,Chip_434195,Pass,Pass,Pass,GSM,Key_3827,Serial_6298,ICCID_231022,Operator_111,Pass,Pass,Pass,Log_97624,PO-0058
Batch_1347,JO_01347,2022-01-01 ,Operator_43,Metallic Ink,PET,47,780,28,752,488,268,Match_Good,Pass,Pass,Pass,Pass,2022-01-02 ,Operator_83,Type3,3,Chip_288776,Pass,Pass,Pass,GSM,Key_8368,Serial_6977,ICCID_579015,Operator_111,Pass,Pass,Pass,Log_82643,PO-0059
Batch_1348,JO_01348,2022-01-01 ,Operator_43,Metallic Ink,PET,37,780,43,737,317,268,Match_Fair,Pass,Pass,Pass,Pass,2022-01-02 ,Operator_83,Type3,4,Chip_385434,Pass,Pass,Pass,UMTS,Key_9197,Serial_1806,ICCID_900349,Operator_113,Pass,Pass,Pass,Log_78801,PO-0060
Batch_1349,JO_01349,2022-01-01 ,Operator_43,Metallic Ink,PET,37,780,15,765,292,268,Match_Poor,Pass,Pass,Pass,Pass,2022-01-02 ,Operator_83,Type3,3,Chip_278509,Pass,Pass,Pass,GPRS,Key_4971,Serial_1324,ICCID_799352,Operator_141,Pass,Pass,Pass,Log_13828,PO-0027
Batch_1350,JO_01350,2022-01-01 ,Operator_43,Metallic Ink,PET,48,780,14,766,754,268,Match_Poor,Pass,Pass,Pass,Pass,2022-01-02 ,Operator_83,Type3,3,Chip_588928,Pass,Pass,Pass,GPRS,Key_5709,Serial_3171,ICCID_392796,Operator_104,Pass,Pass,Pass,Log_18525,PO-0028
Batch_1351,JO_01351,2022-01-01 ,Operator_43,Metallic Ink,PET,11,780,25,755,496,268,Match_Fair,Pass,Pass,Pass,Pass,2022-01-02 ,Operator_83,Type2,2,Chip_824680,Pass,Pass,Pass,GPRS,Key_4961,Serial_4069,ICCID_569297,Operator_125,Pass,Pass,Pass,Log_30483,PO-0029
Batch_1352,JO_01352,2022-01-01 ,Operator_43,Metallic Ink,PET,35,780,27,753,719,268,Match_Fair,Pass,Pass,Pass,Pass,2022-01-02 ,Operator_83,Type2,4,Chip_520054,Pass,Pass,Pass,GSM,Key_4815,Serial_2531,ICCID_483857,Operator_103,Pass,Pass,Pass,Log_87228,PO-0030
Batch_1353,JO_01353,2022-01-01 ,Operator_43,Metallic Ink,PET,35,780,27,753,301,268,Match_Fair,Pass,Pass,Pass,Pass,2022-01-02 ,Operator_83,Type2,4,Chip_994636,Pass,Pass,Pass,UMTS,Key_7306,Serial_9858,ICCID_849932,Operator_110,Pass,Pass,Pass,Log_72150,PO-0031
Batch_1354,JO_01354,2022-01-01 ,Operator_43,Metallic Ink,PET,29,780,10,770,653,268,Match_Good,Pass,Pass,Pass,Pass,2022-01-02 ,Operator_83,Type2,1,Chip_449725,Pass,Pass,Pass,GSM,Key_2070,Serial_9972,ICCID_875773,Operator_105,Pass,Pass,Pass,Log_59331,PO-0032
Batch_1355,JO_01355,2022-01-01 ,Operator_43,Metallic Ink,PET,37,780,28,752,480,268,Match_Good,Pass,Pass,Pass,Pass,2022-01-02 ,Operator_83,Type2,2,Chip_325204,Pass,Pass,Pass,UMTS,Key_1116,Serial_1278,ICCID_900207,Operator_112,Pass,Pass,Pass,Log_51923,PO-0033
Batch_1356,JO_01356,2022-01-01 ,Operator_43,Metallic Ink,PET,29,780,17,763,718,268,Match_Fair,Pass,Pass,Pass,Pass,2022-01-02 ,Operator_83,Type3,2,Chip_702289,Pass,Pass,Pass,GSM,Key_4346,Serial_4648,ICCID_560041,Operator_134,Pass,Pass,Pass,Log_70015,PO-0034
Batch_1357,JO_01357,2022-01-01 ,Operator_43,Metallic Ink,PET,20,780,12,768,636,268,Match_Poor,Pass,Pass,Pass,Pass,2022-01-02 ,Operator_83,Type2,0,Chip_826461,Pass,Pass,Pass,UMTS,Key_3330,Serial_6339,ICCID_768440,Operator_112,Pass,Pass,Pass,Log_86363,PO-0035
Batch_1358,JO_01358,2022-01-01 ,Operator_43,Metallic Ink,PET,19,780,34,746,386,268,Match_Poor,Pass,Pass,Pass,Pass,2022-01-02 ,Operator_83,Type2,1,Chip_910153,Pass,Pass,Pass,GPRS,Key_9330,Serial_4317,ICCID_134699,Operator_138,Pass,Pass,Pass,Log_32458,PO-0036
Batch_1359,JO_01359,2022-01-01 ,Operator_43,Metallic Ink,PET,32,780,14,766,699,268,Match_Fair,Pass,Pass,Pass,Pass,2022-01-02 ,Operator_83,Type3,1,Chip_912187,Pass,Pass,Pass,GPRS,Key_9517,Serial_3638,ICCID_774279,Operator_115,Pass,Pass,Pass,Log_88864,PO-0037
Batch_1360,JO_01360,2022-01-01 ,Operator_43,Metallic Ink,PET,46,780,49,731,249,268,Match_Fair,Pass,Pass,Pass,Pass,2022-01-02 ,Operator_83,Type3,4,Chip_857305,Pass,Pass,Pass,GPRS,Key_8354,Serial_1999,ICCID_281320,Operator_121,Pass,Pass,Pass,Log_11808,PO-0038
Batch_1361,JO_01361,2022-01-01 ,Operator_43,Metallic Ink,PET,28,780,28,752,323,268,Match_Fair,Pass,Pass,Pass,Pass,2022-01-02 ,Operator_83,Type1,4,Chip_150206,Pass,Pass,Pass,GPRS,Key_1552,Serial_8236,ICCID_699251,Operator_104,Pass,Pass,Pass,Log_48661,PO-0039
Batch_1362,JO_01362,2022-01-01 ,Operator_43,Metallic Ink,PET,27,780,27,753,675,268,Match_Good,Pass,Pass,Pass,Pass,2022-01-02 ,Operator_83,Type1,1,Chip_614905,Pass,Pass,Pass,UMTS,Key_7171,Serial_4929,ICCID_195013,Operator_111,Pass,Pass,Pass,Log_61378,PO-0040
Batch_1363,JO_01363,2022-01-01 ,Operator_43,Metallic Ink,PET,36,780,40,740,477,268,Match_Good,Pass,Pass,Pass,Pass,2022-01-02 ,Operator_83,Type1,2,Chip_285955,Pass,Pass,Pass,UMTS,Key_1574,Serial_1494,ICCID_726257,Operator_110,Pass,Pass,Pass,Log_79547,PO-0041
Batch_1364,JO_01364,2022-01-01 ,Operator_43,Metallic Ink,PET,15,780,42,738,634,268,Match_Fair,Pass,Pass,Pass,Pass,2022-01-02 ,Operator_83,Type2,0,Chip_342303,Pass,Pass,Pass,GPRS,Key_6954,Serial_6830,ICCID_123260,Operator_107,Pass,Pass,Pass,Log_80018,PO-0042
Batch_1365,JO_01365,2022-01-01 ,Operator_43,Metallic Ink,PET,19,780,27,753,620,268,Match_Poor,Pass,Pass,Pass,Pass,2022-01-02 ,Operator_83,Type3,4,Chip_718298,Pass,Pass,Pass,UMTS,Key_2452,Serial_5976,ICCID_654148,Operator_109,Pass,Pass,Pass,Log_41755,PO-0043
Batch_1366,JO_01366,2022-01-01 ,Operator_43,Metallic Ink,PET,11,780,10,770,391,268,Match_Poor,Pass,Pass,Pass,Pass,2022-01-02 ,Operator_83,Type1,0,Chip_139278,Pass,Pass,Pass,GSM,Key_4351,Serial_6781,ICCID_757264,Operator_118,Pass,Pass,Pass,Log_24335,PO-0044
Batch_1367,JO_01367,2022-01-01 ,Operator_43,Metallic Ink,PET,33,780,17,763,519,268,Match_Fair,Pass,Pass,Pass,Pass,2022-01-02 ,Operator_83,Type1,1,Chip_913283,Pass,Pass,Pass,UMTS,Key_9639,Serial_5475,ICCID_362539,Operator_147,Pass,Pass,Pass,Log_25923,PO-0045
Batch_1368,JO_01368,2022-01-01 ,Operator_43,Metallic Ink,PET,47,780,42,738,639,268,Match_Fair,Pass,Pass,Pass,Pass,2022-01-02 ,Operator_83,Type2,2,Chip_726803,Pass,Pass,Pass,UMTS,Key_4406,Serial_7144,ICCID_541252,Operator_127,Pass,Pass,Pass,Log_66562,PO-0046
Batch_1369,JO_01369,2022-01-01 ,Operator_43,Metallic Ink,PET,37,780,30,750,580,268,Match_Fair,Pass,Pass,Pass,Pass,2022-01-02 ,Operator_83,Type1,0,Chip_931946,Pass,Pass,Pass,GSM,Key_1456,Serial_6213,ICCID_210175,Operator_143,Pass,Pass,Pass,Log_91796,PO-0047
Batch_1370,JO_01370,2022-01-01 ,Operator_43,Metallic Ink,PET,37,780,33,747,300,268,Match_Good,Pass,Pass,Pass,Pass,2022-01-02 ,Operator_83,Type3,3,Chip_218283,Pass,Pass,Pass,GPRS,Key_4366,Serial_1066,ICCID_651435,Operator_128,Pass,Pass,Pass,Log_97109,PO-0048
Batch_1371,JO_01371,2022-01-01 ,Operator_43,Metallic Ink,PET,48,780,34,746,417,268,Match_Good,Pass,Pass,Pass,Pass,2022-01-02 ,Operator_83,Type3,1,Chip_695244,Pass,Pass,Pass,GSM,Key_2580,Serial_9645,ICCID_302295,Operator_132,Pass,Pass,Pass,Log_67149,PO-0049
Batch_1372,JO_01372,2022-01-01 ,Operator_43,Metallic Ink,PET,11,780,28,752,528,268,Match_Fair,Pass,Pass,Pass,Pass,2022-01-02 ,Operator_83,Type1,2,Chip_255969,Pass,Pass,Pass,GPRS,Key_3513,Serial_6086,ICCID_583172,Operator_110,Pass,Pass,Pass,Log_72771,PO-0050
Batch_1373,JO_01373,2022-01-01 ,Operator_43,Metallic Ink,PET,39,780,38,742,676,268,Match_Poor,Pass,Pass,Pass,Pass,2022-01-02 ,Operator_83,Type3,1,Chip_283143,Pass,Pass,Pass,GSM,Key_7702,Serial_6124,ICCID_365126,Operator_134,Pass,Pass,Pass,Log_32847,PO-0051
Batch_1374,JO_01374,2022-01-01 ,Operator_43,Metallic Ink,PET,35,780,19,761,391,268,Match_Poor,Pass,Pass,Pass,Pass,2022-01-02 ,Operator_83,Type1,1,Chip_637795,Pass,Pass,Pass,GPRS,Key_1938,Serial_1013,ICCID_209771,Operator_105,Pass,Pass,Pass,Log_78975,PO-0052
Batch_1375,JO_01375,2022-01-01 ,Operator_43,Metallic Ink,PET,35,780,21,759,714,268,Match_Fair,Pass,Pass,Pass,Pass,2022-01-02 ,Operator_83,Type1,0,Chip_302143,Pass,Pass,Pass,GSM,Key_9313,Serial_6644,ICCID_877655,Operator_120,Pass,Pass,Pass,Log_17457,PO-0053
Batch_1376,JO_01376,2022-01-01 ,Operator_43,Metallic Ink,PET,29,780,42,738,624,268,Match_Fair,Pass,Pass,Pass,Pass,2022-01-02 ,Operator_83,Type3,0,Chip_561224,Pass,Pass,Pass,UMTS,Key_2100,Serial_4967,ICCID_275072,Operator_130,Pass,Pass,Pass,Log_72261,PO-0054
Batch_1377,JO_01377,2022-01-01 ,Operator_43,Metallic Ink,PET,37,780,16,764,423,268,Match_Fair,Pass,Pass,Pass,Pass,2022-01-02 ,Operator_83,Type3,3,Chip_439809,Pass,Pass,Pass,GSM,Key_3830,Serial_8700,ICCID_457882,Operator_133,Pass,Pass,Pass,Log_86807,PO-0055
Batch_1378,JO_01378,2022-01-01 ,Operator_43,Metallic Ink,PET,29,780,26,754,502,268,Match_Good,Pass,Pass,Pass,Pass,2022-01-02 ,Operator_83,Type2,4,Chip_153430,Pass,Pass,Pass,GSM,Key_7043,Serial_8102,ICCID_818954,Operator_119,Pass,Pass,Pass,Log_50580,PO-0056
Batch_1379,JO_01379,2022-01-01 ,Operator_43,Metallic Ink,PET,20,780,19,761,609,268,Match_Good,Pass,Pass,Pass,Pass,2022-01-02 ,Operator_83,Type2,3,Chip_660964,Pass,Pass,Pass,GPRS,Key_2548,Serial_8318,ICCID_550463,Operator_102,Pass,Pass,Pass,Log_83416,PO-0057
Batch_1380,JO_01380,2022-01-01 ,Operator_43,Metallic Ink,PET,19,780,40,740,492,268,Match_Fair,Pass,Pass,Pass,Pass,2022-01-02 ,Operator_83,Type1,2,Chip_268452,Pass,Pass,Pass,GPRS,Key_6410,Serial_3239,ICCID_355520,Operator_118,Pass,Pass,Pass,Log_31780,PO-0058
Batch_1381,JO_01381,2022-01-01 ,Operator_43,Metallic Ink,PET,32,780,15,765,642,268,Match_Poor,Pass,Pass,Pass,Pass,2022-01-02 ,Operator_83,Type3,2,Chip_774806,Pass,Pass,Pass,UMTS,Key_7273,Serial_4712,ICCID_422206,Operator_114,Pass,Pass,Pass,Log_71290,PO-0059
Batch_1382,JO_01382,2022-01-01 ,Operator_43,Metallic Ink,PET,46,780,26,754,436,268,Match_Poor,Pass,Pass,Pass,Pass,2022-01-02 ,Operator_83,Type1,1,Chip_244702,Pass,Pass,Pass,GSM,Key_9000,Serial_9798,ICCID_437085,Operator_105,Pass,Pass,Pass,Log_83558,PO-0060
Batch_1383,JO_01383,2022-01-01 ,Operator_43,Metallic Ink,PET,28,780,46,734,522,268,Match_Fair,Pass,Pass,Pass,Pass,2022-01-02 ,Operator_83,Type2,0,Chip_932771,Pass,Pass,Pass,UMTS,Key_7568,Serial_3418,ICCID_471694,Operator_118,Pass,Pass,Pass,Log_39270,PO-0021
Batch_1384,JO_01384,2022-01-01 ,Operator_43,Metallic Ink,PET,27,780,27,753,366,268,Match_Fair,Pass,Pass,Pass,Pass,2022-01-02 ,Operator_83,Type1,1,Chip_401426,Pass,Pass,Pass,GSM,Key_9669,Serial_3957,ICCID_863869,Operator_145,Pass,Pass,Pass,Log_70663,PO-0022
Batch_1385,JO_01385,2022-01-01 ,Operator_43,Metallic Ink,PET,36,780,35,745,369,268,Match_Fair,Pass,Fail,Pass,Pass,2022-01-02 ,Operator_83,Type3,4,Chip_245704,Pass,Pass,Pass,GPRS,Key_6044,Serial_2851,ICCID_973945,Operator_115,Pass,Pass,Pass,Log_97387,PO-0023
Batch_1386,JO_01386,2022-01-01 ,Operator_43,Metallic Ink,PET,15,780,25,755,573,268,Match_Good,Pass,Pass,Pass,Pass,2022-01-02 ,Operator_83,Type3,1,Chip_275755,Pass,Pass,Pass,GSM,Key_8309,Serial_1938,ICCID_496801,Operator_123,Pass,Pass,Pass,Log_94550,PO-0024
